study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	col_tax_id	col_scientific_name	reference_alignment
PRJEB2870	ERP001198	SAMEA1324699	ERS093097	ERX110777	ERR134759	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134759/ERR134759_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134759/ERR134759_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134759/ERR134759_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134759/ERR134759_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_4#52.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_4#52.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324650	ERS093098	ERX110778	ERR134760	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134760/ERR134760_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134760/ERR134760_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134760/ERR134760_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134760/ERR134760_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_4#53.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_4#53.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324654	ERS093099	ERX110779	ERR134761	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134761/ERR134761_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134761/ERR134761_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134761/ERR134761_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134761/ERR134761_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_4#54.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_4#54.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324534	ERS093100	ERX110780	ERR134762	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134762/ERR134762_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134762/ERR134762_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134762/ERR134762_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134762/ERR134762_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_4#55.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_4#55.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324519	ERS093101	ERX110781	ERR134763	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134763/ERR134763_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134763/ERR134763_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134763/ERR134763_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134763/ERR134763_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_4#56.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_4#56.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324634	ERS093102	ERX110782	ERR134764	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134764/ERR134764_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134764/ERR134764_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134764/ERR134764_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134764/ERR134764_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_4#57.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_4#57.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324620	ERS093103	ERX110783	ERR134765	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134765/ERR134765_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134765/ERR134765_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134765/ERR134765_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134765/ERR134765_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_4#58.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_4#58.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324600	ERS093104	ERX110784	ERR134766	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134766/ERR134766_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134766/ERR134766_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134766/ERR134766_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134766/ERR134766_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_4#59.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_4#59.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324601	ERS093105	ERX110785	ERR134767	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134767/ERR134767_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134767/ERR134767_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134767/ERR134767_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134767/ERR134767_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_4#60.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_4#60.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324586	ERS093106	ERX110786	ERR134768	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134768/ERR134768_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134768/ERR134768_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134768/ERR134768_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134768/ERR134768_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_4#61.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_4#61.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324693	ERS093107	ERX110787	ERR134769	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134769/ERR134769_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134769/ERR134769_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134769/ERR134769_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134769/ERR134769_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_4#62.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_4#62.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324691	ERS093108	ERX110788	ERR134770	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134770/ERR134770_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134770/ERR134770_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134770/ERR134770_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134770/ERR134770_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_4#63.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_4#63.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324674	ERS093109	ERX110789	ERR134771	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134771/ERR134771_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134771/ERR134771_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134771/ERR134771_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134771/ERR134771_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_4#64.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_4#64.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324742	ERS093110	ERX110790	ERR134772	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134772/ERR134772_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134772/ERR134772_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134772/ERR134772_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134772/ERR134772_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_4#65.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_4#65.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324761	ERS093111	ERX110791	ERR134773	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134773/ERR134773_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134773/ERR134773_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134773/ERR134773_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134773/ERR134773_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_4#66.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_4#66.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324714	ERS093112	ERX110792	ERR134774	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134774/ERR134774_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134774/ERR134774_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134774/ERR134774_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134774/ERR134774_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_4#67.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_4#67.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324730	ERS093113	ERX110793	ERR134775	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134775/ERR134775_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134775/ERR134775_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134775/ERR134775_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134775/ERR134775_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_4#68.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_4#68.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324530	ERS093114	ERX110794	ERR134776	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134776/ERR134776_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134776/ERR134776_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134776/ERR134776_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134776/ERR134776_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_4#69.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_4#69.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324511	ERS093115	ERX110795	ERR134777	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134777/ERR134777_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134777/ERR134777_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134777/ERR134777_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134777/ERR134777_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_4#70.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_4#70.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324518	ERS093116	ERX110796	ERR134778	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134778/ERR134778_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134778/ERR134778_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134778/ERR134778_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134778/ERR134778_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_4#71.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_4#71.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324570	ERS093117	ERX110797	ERR134779	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134779/ERR134779_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134779/ERR134779_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134779/ERR134779_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134779/ERR134779_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_4#72.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7738_4#72.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324675	ERS092758	ERX110798	ERR134780	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134780/ERR134780_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134780/ERR134780_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134780/ERR134780_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134780/ERR134780_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7748_4#1.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7748_4#1.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324689	ERS092759	ERX110799	ERR134781	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134781/ERR134781_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134781/ERR134781_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134781/ERR134781_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134781/ERR134781_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7748_4#2.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7748_4#2.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324595	ERS092760	ERX110800	ERR134782	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134782/ERR134782_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134782/ERR134782_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134782/ERR134782_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134782/ERR134782_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7748_4#3.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7748_4#3.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324588	ERS092761	ERX110801	ERR134783	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134783/ERR134783_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134783/ERR134783_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134783/ERR134783_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134783/ERR134783_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7748_4#4.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7748_4#4.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324644	ERS092762	ERX110802	ERR134784	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134784/ERR134784_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134784/ERR134784_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134784/ERR134784_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134784/ERR134784_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7748_4#5.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7748_4#5.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324625	ERS092763	ERX110803	ERR134785	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134785/ERR134785_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134785/ERR134785_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134785/ERR134785_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134785/ERR134785_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7748_4#6.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7748_4#6.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324624	ERS092764	ERX110804	ERR134786	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134786/ERR134786_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134786/ERR134786_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134786/ERR134786_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134786/ERR134786_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7748_4#7.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7748_4#7.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324526	ERS092765	ERX110805	ERR134787	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134787/ERR134787_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134787/ERR134787_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134787/ERR134787_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134787/ERR134787_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7748_4#8.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7748_4#8.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324514	ERS092766	ERX110806	ERR134788	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134788/ERR134788_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134788/ERR134788_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134788/ERR134788_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134788/ERR134788_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7748_4#9.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7748_4#9.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324571	ERS092767	ERX110807	ERR134789	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134789/ERR134789_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134789/ERR134789_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134789/ERR134789_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134789/ERR134789_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7748_4#10.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7748_4#10.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324551	ERS092768	ERX110808	ERR134790	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134790/ERR134790_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134790/ERR134790_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134790/ERR134790_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134790/ERR134790_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7748_4#11.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7748_4#11.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324723	ERS092769	ERX110809	ERR134791	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134791/ERR134791_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134791/ERR134791_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134791/ERR134791_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134791/ERR134791_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7748_4#12.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7748_4#12.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324568	ERS092770	ERX110810	ERR134792	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134792/ERR134792_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134792/ERR134792_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134792/ERR134792_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134792/ERR134792_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7748_4#13.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7748_4#13.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324546	ERS092771	ERX110811	ERR134793	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134793/ERR134793_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134793/ERR134793_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134793/ERR134793_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134793/ERR134793_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7748_4#14.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7748_4#14.bam	6302616	Staphylococcus aureus	N
PRJEB2870	ERP001198	SAMEA1324610	ERS092772	ERX110812	ERR134794	Staphylococcus aureus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134794/ERR134794_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134794/ERR134794_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134794/ERR134794_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/ERR134794/ERR134794_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7748_4#15.bam	ftp.sra.ebi.ac.uk/vol1/ERA135/ERA135592/bam/7748_4#15.bam	6302616	Staphylococcus aureus	N
